date,license,in time,out time
01/29/2024,9G00042CA,18:56:47,19:10:54
01/29/2024,9E71157CA,18:57:52,19:25:25
01/29/2024,9E71098CA,19:01:09,19:11:02
01/29/2024,YP67541CA,19:02:37,19:35:19
01/29/2024,K8441HYTN,19:03:48,19:14:36
01/29/2024,9B70359CA,19:04:46,19:43:53
01/29/2024,9F88623CA,19:05:57,19:13:36
01/29/2024,9G74804CA,19:07:16,19:42:47
01/29/2024,9F78078CA,19:10:15,20:04:47
01/29/2024,2995957CA,19:11:38,20:59:59
01/29/2024,9E71170CA,19:12:58,19:34:44
01/29/2024,9G75610CA,19:14:04,19:50:55
01/29/2024,9E71195CA,19:15:17,19:44:17
01/29/2024,K8453HYTN,19:24:04,19:53:45
01/29/2024,L1535HYTN,19:27:56,20:03:57
01/29/2024,9E78643CA,19:33:09,19:45:43
01/29/2024,9E94297CA,19:41:38,19:42:21
01/29/2024,L1513HYTN,19:47:04,21:04:21
01/29/2024,2890246CA,19:49:39,21:03:05
01/29/2024,K8450HYCA,19:51:34,20:40:31
01/29/2024,9F26208CA,20:05:38,20:42:21
01/29/2024,9B70359CA,20:08:04,20:38:53
01/29/2024,9F88623CA,20:08:55,21:07:05
01/29/2024,9E58206CA,20:48:48,21:09:21
01/29/2024,L3869HYTN,20:50:42,21:28:52
01/29/2024,L5469HYTN,20:52:26,21:31:08
01/29/2024,9G63790CA,20:56:24,21:26:27
01/29/2024,L3872HYTN,21:01:43,21:35:56
01/29/2024,YP65421CA,21:07:46,21:17:39
01/29/2024,9G82283CA,21:10:46,21:25:48
01/29/2024,9F26217CA,21:14:20,21:25:28
01/29/2024,YP72926CA,21:17:27,21:26:46
01/29/2024,9F88646CA,21:18:44,21:30:17
01/29/2024,L1573HYTN,21:25:14,22:01:22
01/29/2024,K8451HYTN,21:27:43,23:26:32
01/29/2024,L3859HYTN,21:30:05,23:20:09
01/29/2024,L3854HYTN,21:31:47,22:03:46
01/29/2024,9F14631CA,21:50:39,23:31:16
01/29/2024,L1533HYTN,23:27:52,23:28:20
01/30/2024,L1513HYTN,00:28:57,01:26:50
01/30/2024,9F72414CA,00:30:36,00:46:12
01/30/2024,YP62877CA,08:02:42,08:20:34
01/30/2024,YP78166CA,08:03:04,08:35:29
01/30/2024,9G63202CA,08:03:38,08:31:30
01/30/2024,9G36458CA,08:04:13,08:19:30
01/30/2024,9F76225CA,08:08:31,08:25:15
01/30/2024,ZP00323CA,08:17:29,        
01/30/2024,YP60656CA,08:18:09,08:35:21
01/30/2024,9E78602CA,08:18:58,08:36:50
01/30/2024,9G11176CA,08:23:11,09:38:31
01/30/2024,YP97940CA,08:26:15,08:51:15
01/30/2024,9G55697CA,08:27:15,08:36:27
01/30/2024,YP78149CA,08:45:56,        
01/30/2024,3359549IN,08:49:25,        
01/30/2024,9G63249CA,08:50:14,09:10:16
01/30/2024,ZP07418CA,08:50:34,09:12:45
01/30/2024,9G79155CA,09:19:52,09:56:59
01/30/2024,9E28827CA,09:22:24,09:42:35
01/30/2024,FP9106CA,09:34:55,09:48:13
01/30/2024,9E71195CA,09:48:27,10:51:38
01/30/2024,T0322HYTN,09:49:08,11:05:58
01/30/2024,YP77968CA,09:51:10,10:45:08
01/30/2024,9G79401CA,10:33:26,10:46:00
01/30/2024,9G82991CA,10:33:48,10:57:54
01/30/2024,9G24458CA,10:34:15,10:48:31
01/30/2024,9F37290CA,10:35:01,11:01:27
01/30/2024,9G91782CA,10:35:43,11:01:48
01/30/2024,9G38846CA,10:37:08,11:09:40
01/30/2024,9F82795CA,10:37:54,10:55:23
01/30/2024,9E71157CA,10:39:08,10:49:31
01/30/2024,K8446HYTN,10:39:51,11:07:12
01/30/2024,9F88779CA,10:40:17,11:00:08
01/30/2024,9G39668CA,10:40:58,11:05:40
01/30/2024,9F44237CA,10:41:13,11:08:35
01/30/2024,L1591HYTN,10:45:40,11:16:17
01/30/2024,T0324HYTN,10:46:20,11:18:52
01/30/2024,9F76181CA,10:47:04,11:06:45
01/30/2024,9E28826CA,10:49:51,11:21:55
01/30/2024,YP97894CA,10:55:22,11:31:42
01/30/2024,L3552HYCA,11:01:11,11:22:17
01/30/2024,9G55697CA,11:02:09,11:19:34
01/30/2024,R5225HYTN,11:03:09,11:46:58
01/30/2024,9F42341CA,11:07:32,11:20:55
01/30/2024,9F44237CA,11:08:13,11:08:14
01/30/2024,9E58191CA,11:08:58,11:22:56
01/30/2024,9G38846CA,11:09:11,11:09:12
01/30/2024,9G91354CA,11:16:32,11:32:09
01/30/2024,9E64038CA,11:23:06,11:41:30
01/30/2024,9E94297CA,11:24:58,11:46:41
01/30/2024,L3854HYTN,11:38:36,11:38:37
01/30/2024,76622ANV,13:03:50,13:20:34
01/30/2024,T0333HYTN,13:04:44,13:16:33
01/30/2024,YP97940CA,13:04:46,13:18:16
01/30/2024,R0012HYTN,13:05:02,13:33:15
01/30/2024,L3863HYTN,13:05:40,13:40:58
01/30/2024,9E58116CA,13:05:49,13:24:46
01/30/2024,9G91782CA,13:06:11,13:42:41
01/30/2024,S6846HYTN,13:06:31,13:56:19
01/30/2024,9D65369CA,13:07:08,13:16:49
01/30/2024,9E39367CA,13:07:27,13:23:38
01/30/2024,YP76027CA,13:07:41,13:24:48
01/30/2024,9F48210CA,13:07:59,13:19:07
01/30/2024,9F75263CA,13:08:25,13:35:20
01/30/2024,9E09648CA,13:08:56,13:20:44
01/30/2024,YP78166CA,13:09:02,13:23:48
01/30/2024,ZP12688CA,13:09:25,13:31:50
01/30/2024,9E28827CA,13:09:41,13:30:45
01/30/2024,9E50711CA,13:10:17,13:28:04
01/30/2024,L5469HYTN,13:10:22,13:18:31
01/30/2024,9F50441CA,13:10:54,13:26:03
01/30/2024,9G99912CA,13:11:25,13:31:10
01/30/2024,9F06961CA,13:11:27,13:30:18
01/30/2024,9G55697CA,13:11:44,13:32:31
01/30/2024,YP85514CA,13:12:37,13:44:06
01/30/2024,L1535HYTN,13:14:46,13:58:37
01/30/2024,9G73989CA,13:17:34,13:47:32
01/30/2024,9E71170CA,13:28:49,13:49:53
01/30/2024,9E25260AL,13:32:11,13:45:51
01/30/2024,9E71157CA,13:33:26,13:55:15
01/30/2024,9G38846CA,13:34:18,13:47:28
01/30/2024,9G74086CA,13:37:24,13:52:34
01/30/2024,ZP00204CA,13:38:43,13:51:13
01/30/2024,9F15343CA,13:40:40,13:59:16
01/30/2024,YP98618CA,13:44:08,13:52:25
01/30/2024,9G40249CA,13:46:55,13:59:48
01/30/2024,9E71170CA,13:47:38,13:47:39
01/30/2024,9G61222CA,13:50:25,14:03:14
01/30/2024,9G60497CA,13:55:01,14:39:27
01/30/2024,L1535HYTN,13:58:08,13:58:09
01/30/2024,YP85521CA,13:59:39,14:23:00
01/30/2024,L1533HYTN,14:00:34,14:54:30
01/30/2024,9F75473CA,14:08:17,14:28:50
01/30/2024,9E71195CA,14:08:19,14:27:49
01/30/2024,9E94297CA,14:09:13,14:36:43
01/30/2024,9G44117CA,14:10:10,14:19:50
01/30/2024,9E28826CA,14:11:32,14:46:27
01/30/2024,9F88743CA,14:13:43,14:37:01
01/30/2024,9E71078CA,14:15:36,14:24:01
01/30/2024,9F78078CA,14:17:34,14:54:11
01/30/2024,9G41802CA,14:24:02,14:48:15
01/30/2024,YP85703CA,14:26:05,14:46:11
01/30/2024,9F76660CA,14:27:01,16:07:33
01/30/2024,YP71199CA,14:33:45,14:41:45
01/30/2024,9G39727CA,14:49:04,15:40:42
01/30/2024,9E43672CA,14:53:04,15:44:13
01/30/2024,S9331HYCA,14:57:02,15:45:16
01/30/2024,9G73989CA,15:34:50,16:05:51
01/30/2024,9E71078CA,15:35:31,15:42:33
01/30/2024,9F19678CA,15:35:50,15:54:49
01/30/2024,K8451HYTN,15:37:43,16:05:13
01/30/2024,9G38846CA,15:39:48,15:48:45
01/30/2024,YP81389CA,15:52:00,16:16:50
01/30/2024,YP31260CA,15:55:02,16:14:53
01/30/2024,L3859HYCA,15:59:34,16:00:15
01/30/2024,YP60061CA,16:00:45,16:34:31
01/30/2024,YP28595CA,16:01:58,        
01/30/2024,9F78078CA,16:13:44,16:40:36
01/30/2024,9G27425CA,16:21:45,18:05:03
01/30/2024,T0322HYTN,16:23:01,16:23:02
01/30/2024,L5480HYTN,18:03:05,18:38:38
01/30/2024,9E58201CA,18:05:23,18:28:10
01/30/2024,L3872HYTN,18:06:29,18:28:15
01/30/2024,L3854HYTN,18:08:17,18:53:41
01/30/2024,L1513HYTN,18:20:45,18:59:11
01/30/2024,L3872HYTN,18:27:46,18:27:47
01/30/2024,K8446HYTN,18:29:22,18:29:23
01/30/2024,9E94268CA,18:31:09,19:00:49
01/30/2024,L5480HYTN,18:38:12,18:38:13
01/30/2024,L3854HYTN,18:52:58,18:52:59
01/30/2024,L3860HYCA,19:31:35,21:00:42
01/30/2024,K8451HYTN,20:12:12,20:59:30
01/30/2024,9E71170CA,20:24:22,20:43:26
01/30/2024,9E71195CA,20:25:42,20:54:07
01/30/2024,L1536HYTN,20:28:50,20:29:17
01/30/2024,K8451HYTN,20:58:05,20:58:33
01/30/2024,L3857HYTN,21:14:23,21:15:51
01/30/2024,K8446HYTN,21:16:27,21:44:55
01/30/2024,K8450HYCA,21:19:33,21:21:38
01/30/2024,L3854HYTN,21:43:33,23:22:46
01/30/2024,L1513HYTN,23:28:48,23:29:16
01/30/2024,L1536HYTN,23:31:18,00:14:45
01/30/2024,9F26212CA,23:49:38,00:05:58
01/31/2024,9G39762CA,07:01:27,08:22:34
01/31/2024,9G63202CA,07:01:42,08:14:49
01/31/2024,9F88779CA,07:01:48,08:13:45
01/31/2024,9E28827CA,07:02:33,08:33:36
01/31/2024,YP97894CA,07:03:17,08:21:13
01/31/2024,YP97940CA,07:03:22,08:18:32
01/31/2024,ZP12688CA,07:04:04,08:29:06
01/31/2024,9E78564CA,07:04:45,        
01/31/2024,9D78534CA,07:05:46,08:19:17
01/31/2024,9G55698CA,07:09:43,07:24:13
01/31/2024,9G55697CA,07:12:55,07:54:30
01/31/2024,9G11176CA,07:19:00,07:19:01
01/31/2024,9G38359CA,07:19:18,08:34:26
01/31/2024,YAIX752OR,07:20:22,08:27:35
01/31/2024,9E18866CA,07:33:40,08:15:00
01/31/2024,YP85703CA,07:35:53,08:39:28
01/31/2024,YP78149CA,07:39:18,08:16:01
01/31/2024,YP62956CA,07:40:00,08:46:58
01/31/2024,YP42883CA,07:40:33,08:26:29
01/31/2024,9E58116CA,07:49:36,08:24:56
01/31/2024,9G79155CA,07:57:07,08:30:25
01/31/2024,9E43672CA,08:10:18,08:55:05
01/31/2024,9E50711CA,08:13:03,08:29:40
01/31/2024,YP65421CA,08:17:44,08:35:40
01/31/2024,9E09648CA,08:20:33,08:42:57
01/31/2024,ZP07418CA,08:23:58,08:46:16
01/31/2024,9G24329CA,08:25:26,08:25:27
01/31/2024,9E58206CA,08:32:50,08:57:03
01/31/2024,9G55697CA,08:36:30,09:06:04
01/31/2024,T0322HYTN,08:49:57,09:09:33
01/31/2024,9G44267CA,08:50:33,        
01/31/2024,9E71157CA,08:53:06,09:21:57
01/31/2024,9F44080CA,08:57:23,09:13:02
01/31/2024,9G91782CA,08:58:15,09:35:29
01/31/2024,YAJA302OR,09:06:02,09:29:47
01/31/2024,9G24458CA,09:11:43,09:28:19
01/31/2024,9G55732CA,09:15:09,09:57:30
01/31/2024,9E58213CA,09:19:20,09:42:38
01/31/2024,9G27425CA,09:24:17,09:37:11
01/31/2024,9G63202CA,09:27:21,09:43:51
01/31/2024,9G65852CA,09:41:16,10:45:59
01/31/2024,YP78166CA,10:22:16,10:59:54
01/31/2024,9G39704CA,10:27:26,10:50:45
01/31/2024,9E71195CA,10:29:04,10:56:06
01/31/2024,9G80101CA,10:32:49,10:58:40
01/31/2024,9G73989CA,10:35:27,10:54:20
01/31/2024,9G99912CA,10:37:51,10:53:27
01/31/2024,9F88779CA,10:46:01,11:09:48
01/31/2024,9E09648CA,10:48:31,11:14:08
01/31/2024,9E28826CA,10:49:47,11:32:02
01/31/2024,9E58201CA,10:53:41,11:13:30
01/31/2024,9F88673CA,10:56:32,11:22:02
01/31/2024,9G38359CA,10:57:26,11:23:12
01/31/2024,9F76181CA,11:02:50,11:25:57
01/31/2024,YP97940CA,11:06:33,11:30:12
01/31/2024,9G84127CA,11:06:54,11:26:17
01/31/2024,9E50711CA,11:07:47,11:29:56
01/31/2024,9G85602CA,11:08:12,11:19:18
01/31/2024,9F48210CA,11:08:56,11:32:07
01/31/2024,9F88736CA,11:10:01,11:35:28
01/31/2024,YP97894CA,11:11:19,11:30:53
01/31/2024,9F88759CA,11:11:32,11:33:34
01/31/2024,9G36680CA,11:12:09,11:21:24
01/31/2024,9F75263CA,11:12:52,11:42:37
01/31/2024,9G23106CA,11:21:44,11:43:55
01/31/2024,9E71177CA,11:22:48,11:38:02
01/31/2024,9G27425CA,11:24:58,11:52:52
01/31/2024,9G55697CA,11:34:22,11:50:17
01/31/2024,YP78149CA,11:36:03,11:43:59
01/31/2024,9D16258CA,11:39:22,13:31:58
01/31/2024,9G44117CA,11:41:36,11:52:31
01/31/2024,9F75263CA,11:42:16,11:42:17
01/31/2024,9E28827CA,11:42:52,13:38:48
01/31/2024,2890245CA,11:44:54,13:42:43
01/31/2024,9E71078CA,11:46:59,13:31:05
01/31/2024,A032654UT,11:56:04,13:37:50
01/31/2024,9F26212CA,11:56:25,13:28:08
01/31/2024,9G99912CA,11:56:45,12:10:12
01/31/2024,9D78534CA,11:59:51,        
01/31/2024,9E94268CA,12:14:07,12:48:54
01/31/2024,9E71157CA,12:15:52,13:55:41
01/31/2024,9G91782CA,12:17:23,13:41:35
01/31/2024,9F88673CA,12:29:24,13:17:56
01/31/2024,9G55697CA,12:31:48,12:41:57
01/31/2024,2890453CA,12:32:24,13:12:37
01/31/2024,9G73912CA,12:37:30,13:34:16
01/31/2024,2890237CA,12:39:40,13:35:39
01/31/2024,2890056CA,12:51:12,13:50:26
01/31/2024,9E09648CA,12:54:38,13:09:31
01/31/2024,2890246CA,13:03:14,13:49:30
01/31/2024,9F75263CA,13:03:36,13:44:18
01/31/2024,9E87727CA,13:08:18,13:38:19
01/31/2024,9F78078CA,13:13:02,13:46:44
01/31/2024,2890246IN,13:13:06,13:48:49
01/31/2024,9F75473CA,13:15:16,13:35:24
01/31/2024,9E71100CA,13:18:57,13:40:27
01/31/2024,9E58201CA,13:21:45,13:48:49
01/31/2024,2824895IN,13:24:23,13:57:05
01/31/2024,9G22979CA,13:26:51,        
01/31/2024,9G16367CA,13:29:36,13:29:37
01/31/2024,9G73989CA,13:30:24,13:30:25
01/31/2024,2889881IN,13:32:56,14:12:00
01/31/2024,9G55732CA,13:34:06,14:04:49
01/31/2024,R1622HYTN,13:35:20,13:59:42
01/31/2024,9G84127CA,13:35:54,13:57:32
01/31/2024,9F44237CA,13:41:52,14:14:48
01/31/2024,9F75263CA,13:43:57,13:43:58
01/31/2024,9G39777CA,13:45:07,13:46:11
01/31/2024,9E58201CA,13:48:23,13:48:24
01/31/2024,9E71078CA,13:49:10,14:02:06
01/31/2024,9G24408CA,13:53:45,14:16:38
01/31/2024,9E50711CA,13:55:37,14:06:28
01/31/2024,T0333HYTN,13:59:02,14:29:27
01/31/2024,9E09648CA,13:59:36,14:19:15
01/31/2024,9E94268CA,14:06:11,14:31:18
01/31/2024,9F88736CA,14:06:28,14:15:34
01/31/2024,9G85969CA,14:11:26,14:26:27
01/31/2024,9F88759CA,14:11:31,14:20:24
01/31/2024,9G24345CA,14:14:38,14:46:07
01/31/2024,2890250CA,14:20:21,15:08:11
01/31/2024,9E43672CA,14:22:31,14:45:31
01/31/2024,9G44117CA,14:29:31,14:40:48
01/31/2024,9F88743CA,14:40:59,15:49:58
01/31/2024,9F44080CA,14:41:34,15:50:02
01/31/2024,9G39727CA,14:42:16,15:48:20
01/31/2024,ZP03364CA,14:49:31,16:05:19
01/31/2024,9E71078CA,14:56:40,15:18:08
01/31/2024,9E94297CA,15:05:36,15:41:15
01/31/2024,YP98619CA,15:15:10,15:37:45
01/31/2024,YP73428CA,15:22:16,15:43:19
01/31/2024,9G41802CA,15:26:47,16:05:00
01/31/2024,S9325HYTN,15:28:40,16:09:49
01/31/2024,K8451HYTN,15:30:59,16:02:10
01/31/2024,9G44117CA,15:35:10,15:56:12
01/31/2024,YP71199CA,15:42:32,        
01/31/2024,YP86052CA,15:47:20,16:08:04
01/31/2024,9G77931CA,15:50:36,16:44:21
01/31/2024,9G39727CA,16:04:23,16:25:23
