date,license,in time,out time
01/08/2024,YP97940CA,07:02:18,08:38:51
01/08/2024,YP78166CA,07:02:30,08:11:42
01/08/2024,9G63202CA,07:02:52,07:47:17
01/08/2024,9G38846CA,07:03:27,07:58:53
01/08/2024,9G39763CA,07:03:58,08:38:03
01/08/2024,9E28827CA,07:04:21,07:47:59
01/08/2024,9F88779CA,07:04:34,08:18:03
01/08/2024,YP97894CA,07:05:28,07:50:42
01/08/2024,9G55697CA,07:29:42,07:59:39
01/08/2024,64150ANV,07:41:39,08:39:57
01/08/2024,YAJA302CA,07:42:59,        
01/08/2024,9G60398CA,07:45:33,        
01/08/2024,9D44886CA,07:53:10,08:08:40
01/08/2024,9G91782CA,08:01:10,09:08:15
01/08/2024,78079ANV,08:19:29,08:35:42
01/08/2024,9E50711CA,08:22:57,09:45:16
01/08/2024,9G73989CA,08:29:14,09:12:10
01/08/2024,9G00015CA,08:39:11,09:12:04
01/08/2024,9F76662CA,08:40:44,        
01/08/2024,FS2687IA,08:42:24,09:00:14
01/08/2024,9G03887CA,08:44:41,09:17:13
01/08/2024,9G82991CA,08:46:07,09:28:54
01/08/2024,9G47341CA,08:47:09,09:00:35
01/08/2024,9F91764CA,08:48:31,09:20:42
01/08/2024,9G79155CA,08:49:43,09:21:07
01/08/2024,YP78149CA,08:51:11,09:01:49
01/08/2024,9F76181CA,08:55:48,09:26:19
01/08/2024,9E94268CA,08:56:56,09:27:29
01/08/2024,9E71078CA,08:57:56,09:27:39
01/08/2024,9G63929CA,08:58:23,09:41:28
01/08/2024,FP9106CA,09:00:02,09:18:02
01/08/2024,9E71157CA,09:00:41,09:43:30
01/08/2024,9E58206CA,09:08:20,09:33:08
01/08/2024,9F26215CA,09:10:21,09:26:03
01/08/2024,K8446HYTN,09:12:43,09:42:31
01/08/2024,9G44117CA,09:15:15,09:28:31
01/08/2024,9G70897CA,09:16:23,09:42:49
01/08/2024,9G55697CA,09:21:39,09:45:52
01/08/2024,R0013HYTN,09:23:26,09:58:13
01/08/2024,YP12501CA,09:25:36,09:35:57
01/08/2024,9G27425CA,09:26:34,09:36:05
01/08/2024,9G38846CA,09:26:43,10:04:15
01/08/2024,YP80833CA,09:28:41,        
01/08/2024,9G80250CA,09:29:41,09:48:43
01/08/2024,9E58229CA,09:34:26,10:24:26
01/08/2024,12345CA,09:37:31,        
01/08/2024,YP93759CA,09:43:02,        
01/08/2024,9G79506CA,09:44:43,09:56:52
01/08/2024,9D44886CA,09:46:27,10:46:09
01/08/2024,L1535HYTN,09:47:04,11:01:37
01/08/2024,L1593HYTN,09:48:23,11:09:06
01/08/2024,9F26212CA,09:49:30,11:24:44
01/08/2024,K8450HYCA,09:52:46,11:16:18
01/08/2024,9G99912CA,09:57:38,10:54:54
01/08/2024,9F88673CA,09:58:48,11:17:35
01/08/2024,L3867HYTN,10:05:40,11:10:24
01/08/2024,9F67310CA,10:06:09,        
01/08/2024,9E64038CA,10:07:28,10:54:16
01/08/2024,9E58200CA,10:10:20,10:56:34
01/08/2024,9G39762CA,10:12:11,11:07:52
01/08/2024,ZP06204CA,10:13:15,11:02:58
01/08/2024,9E58201CA,10:13:32,10:54:56
01/08/2024,9F88704CA,10:14:21,10:21:32
01/08/2024,9F24588CA,10:15:06,11:25:49
01/08/2024,9D50877CA,10:16:00,10:30:15
01/08/2024,ZP06216CA,10:16:50,10:52:59
01/08/2024,9F75365CA,10:17:09,10:57:48
01/08/2024,9F20922CA,10:20:52,11:13:20
01/08/2024,YP72926CA,10:25:42,11:18:48
01/08/2024,76622ANV,10:26:52,11:19:13
01/08/2024,9E28827CA,10:30:55,11:04:01
01/08/2024,9E71078CA,10:34:17,11:21:09
01/08/2024,L3878HYTN,10:35:13,11:26:45
01/08/2024,YP95914CA,10:35:35,10:59:26
01/08/2024,9F88759CA,10:36:01,10:57:39
01/08/2024,YP78166CA,10:38:11,11:08:37
01/08/2024,9F75473CA,10:38:17,11:24:03
01/08/2024,9E94268CA,10:43:38,11:25:01
01/08/2024,9G73912CA,10:45:14,11:10:16
01/08/2024,9F75263CA,10:46:03,11:25:35
01/08/2024,9G39704CA,10:49:46,11:20:24
01/08/2024,9F37290CA,10:50:58,        
01/08/2024,9G55697CA,10:53:14,11:26:34
01/08/2024,YP76206CA,10:54:52,        
01/08/2024,9E28827CA,11:03:13,11:03:14
01/08/2024,S1228HYTN,11:03:16,11:48:25
01/08/2024,9G63202CA,11:05:05,11:28:46
01/08/2024,S9331HYTN,11:07:01,11:39:29
01/08/2024,9E28826CA,11:11:10,11:50:27
01/08/2024,YP97894CA,11:12:56,11:33:49
01/08/2024,9E78602CA,11:14:12,11:23:26
01/08/2024,T0319HYTN,11:24:51,12:02:44
01/08/2024,9G01107CA,11:25:15,11:37:05
01/08/2024,9G65852CA,11:26:57,11:53:56
01/08/2024,9G84127CA,11:27:01,11:45:40
01/08/2024,9G80101CA,11:28:15,11:49:07
01/08/2024,9G63233CA,11:29:41,11:51:13
01/08/2024,9G05365CA,11:30:12,11:40:11
01/08/2024,YP76026CA,11:35:56,11:49:12
01/08/2024,9G42674CA,11:37:12,11:51:38
01/08/2024,9F88779CA,11:43:56,12:02:23
01/08/2024,YP97940CA,11:45:36,12:01:27
01/08/2024,12345TN,11:47:15,        
01/08/2024,9G41781CA,11:48:04,12:01:08
01/08/2024,YP85514CA,11:51:54,13:28:10
01/08/2024,9E58116CA,11:53:19,13:26:17
01/08/2024,9G92939CA,11:58:25,12:07:16
01/08/2024,9G91782CA,11:59:27,13:28:16
01/08/2024,9G39763CA,12:00:09,13:20:54
01/08/2024,9G47341CA,12:01:45,13:31:55
01/08/2024,T0319HYTN,12:02:18,12:02:18
01/08/2024,9F75263CA,12:17:17,13:12:56
01/08/2024,9F88673CA,12:18:51,13:27:02
01/08/2024,9G55697CA,12:21:40,13:32:17
01/08/2024,9E71078CA,12:27:23,13:18:24
01/08/2024,YP45690CA,12:31:35,        
01/08/2024,YP67739CA,12:35:51,13:10:23
01/08/2024,9G63929CA,12:38:08,13:45:02
01/08/2024,R0013HYTN,12:39:52,13:21:03
01/08/2024,9G50361CA,12:41:00,13:18:56
01/08/2024,9G03887CA,12:41:53,13:48:52
01/08/2024,9G63202CA,12:42:46,13:15:40
01/08/2024,9E58191CA,12:46:39,12:58:33
01/08/2024,3358937IN,12:47:54,13:26:08
01/08/2024,9E64038CA,12:52:41,13:02:59
01/08/2024,9F48210CA,12:54:18,13:30:55
01/08/2024,9G79155CA,12:57:41,13:53:14
01/08/2024,9F89129CA,12:59:39,13:30:44
01/08/2024,9E71157CA,13:00:44,13:46:11
01/08/2024,9E50711CA,13:01:06,13:34:33
01/08/2024,9E94268CA,13:01:30,13:29:18
01/08/2024,9G39727CA,13:04:21,13:12:45
01/08/2024,9F88779CA,13:09:45,13:45:57
01/08/2024,9G65852CA,13:11:05,13:47:45
01/08/2024,9F26218CA,13:12:11,13:43:07
01/08/2024,9G00015CA,13:14:08,14:51:57
01/08/2024,S9324HYCA,13:14:49,13:54:49
01/08/2024,L3863HYTN,13:17:47,13:17:48
01/08/2024,R0013HYTN,13:20:39,13:20:40
01/08/2024,L5471HYTN,13:21:38,13:21:39
01/08/2024,9E71170CA,13:22:10,13:46:56
01/08/2024,12345CA,13:25:05,        
01/08/2024,9E58212CA,13:26:25,13:57:33
01/08/2024,9G70897CA,13:26:44,13:49:47
01/08/2024,S8837HYTN,13:27:19,13:27:20
01/08/2024,FS2687IA,13:32:28,13:49:10
01/08/2024,XP94432CA,13:33:01,13:40:58
01/08/2024,R5495HYTN,13:35:06,13:35:07
01/08/2024,R0012HYCA,13:38:44,13:41:27
01/08/2024,9F26211CA,13:41:44,14:02:52
01/08/2024,76623ANV,13:41:58,14:03:51
01/08/2024,9F76181CA,13:42:25,14:11:40
01/08/2024,9F91764CA,13:43:20,14:08:02
01/08/2024,S1227HYTN,13:43:53,14:40:53
01/08/2024,YP86059CA,13:46:10,14:04:49
01/08/2024,9G41802CA,13:46:42,14:08:24
01/08/2024,9E58229CA,13:47:28,14:28:49
01/08/2024,9G40006CA,13:48:09,14:10:20
01/08/2024,9F37290CA,13:48:53,13:57:25
01/08/2024,K8446HYTN,13:49:36,14:35:53
01/08/2024,L3867HYTN,13:51:02,14:31:11
01/08/2024,K8450HYCA,13:52:28,14:20:57
01/08/2024,YP78166CA,13:54:02,14:10:35
01/08/2024,2821022IN,13:54:31,14:35:07
01/08/2024,L1513HYTN,13:57:47,14:40:06
01/08/2024,9G99567CA,13:59:21,14:23:09
01/08/2024,9F75365CA,14:02:43,14:22:19
01/08/2024,9F93752CA,14:04:01,14:13:17
01/08/2024,L1573HYTN,14:04:08,14:44:01
01/08/2024,2890058IN,14:06:04,16:04:56
01/08/2024,3359955IN,14:06:43,15:45:41
01/08/2024,ZP00732CA,14:08:21,14:25:11
01/08/2024,9G24347CA,14:08:58,14:32:56
01/08/2024,9E64038CA,14:09:23,14:18:12
01/08/2024,9E43672CA,14:10:50,14:30:51
01/08/2024,9G38846CA,14:13:36,14:43:22
01/08/2024,FP9106CA,14:15:39,14:45:34
01/08/2024,YP67945CA,14:17:21,14:30:56
01/08/2024,R5220HYTN,14:19:18,14:42:09
01/08/2024,2890246CA,14:21:19,14:55:50
01/08/2024,2890453CA,14:22:00,15:38:52
01/08/2024,9G91782CA,14:25:54,14:53:43
01/08/2024,9G50361CA,14:26:43,14:32:49
01/08/2024,9F30708CA,14:26:49,14:36:44
01/08/2024,L3867HYTN,14:30:34,14:30:35
01/08/2024,2890240CA,14:31:02,16:02:36
01/08/2024,2890240CA,14:31:02,16:02:36
01/08/2024,9G55697CA,14:35:35,14:56:48
01/08/2024,YP97894CA,14:36:56,14:58:00
01/08/2024,9F26217CA,14:37:30,14:44:45
01/08/2024,9F82795CA,14:38:37,14:57:42
01/08/2024,T0322HYTN,14:41:40,15:54:19
01/08/2024,2890238IN,14:47:08,15:23:40
01/08/2024,9E28827CA,14:49:05,15:55:19
01/08/2024,9G39762CA,14:50:36,15:46:02
01/08/2024,9E71078CA,14:54:12,15:01:58
01/08/2024,3359436IN,14:56:09,15:58:44
01/08/2024,9F75263CA,14:58:26,15:46:42
01/08/2024,9E58201CA,14:59:12,15:46:46
01/08/2024,9G70897CA,15:00:04,16:17:01
01/08/2024,L1535HYTN,15:01:06,15:52:05
01/08/2024,WP58418CA,15:02:15,15:38:29
01/08/2024,9F26211CA,15:03:05,15:36:29
01/08/2024,9E28826CA,15:05:00,15:50:46
01/08/2024,T0324HYTN,15:06:08,15:45:09
01/08/2024,9E50171CA,15:06:11,16:05:21
01/08/2024,XP84288CA,15:07:04,15:37:55
01/08/2024,S1228HYTN,15:07:26,16:24:56
01/08/2024,9G99912CA,15:07:54,15:51:19
01/08/2024,L1593HYTN,15:08:47,16:11:40
01/08/2024,9F93752CA,15:09:35,15:18:25
01/08/2024,9E94268CA,15:10:55,15:53:47
01/08/2024,2890245IN,15:11:04,16:14:07
01/08/2024,ZP12598CA,15:12:01,16:06:53
01/08/2024,9E71157CA,15:12:21,15:56:14
01/08/2024,9F88673CA,15:13:27,16:17:49
01/08/2024,S9330HYTN,15:13:36,16:27:38
01/08/2024,9F88712CA,15:15:09,        
01/08/2024,50610ANV,15:15:34,15:51:52
01/08/2024,9E58206CA,15:17:10,15:56:17
01/08/2024,S9331HYTN,15:20:42,16:21:50
01/08/2024,T0333HYTN,15:31:44,15:31:45
01/08/2024,9F48210CA,15:38:03,15:54:28
01/08/2024,9F88736CA,15:39:22,16:03:52
01/08/2024,2899737IN,15:40:25,16:29:08
01/08/2024,9G39704CA,15:41:11,15:50:26
01/08/2024,L1536HYTN,15:42:08,16:23:26
01/08/2024,T0319HYTN,15:42:37,16:23:33
01/08/2024,YP78166CA,15:43:36,16:12:55
01/08/2024,R0013HYTN,15:45:57,16:08:56
01/08/2024,9F44237CA,15:46:26,16:18:45
01/08/2024,L3878HYTN,15:49:28,16:59:59
01/08/2024,9F75365CA,15:50:35,16:18:34
01/08/2024,9G17318CA,15:52:20,16:15:42
01/08/2024,L5471HYTN,15:53:34,16:28:47
01/08/2024,T0582HYTN,15:58:39,15:58:40
01/08/2024,9F06961CA,15:59:12,16:07:29
01/08/2024,9G91782CA,16:00:33,16:20:08
01/08/2024,9E18881CA,16:01:43,16:25:57
01/08/2024,9E50711CA,16:04:22,16:12:39
01/08/2024,9G27425CA,16:07:55,16:35:26
01/08/2024,R0013HYTN,16:07:58,16:07:59
01/08/2024,9G39763CA,16:08:21,16:18:49
01/08/2024,9G31472CA,16:09:22,16:20:50
01/08/2024,ZP12610CA,16:13:08,17:26:02
01/08/2024,9G73912CA,16:14:30,16:37:32
01/08/2024,9G38846CA,16:19:55,16:41:30
01/08/2024,L1535HYCA,16:25:48,16:26:18
01/08/2024,9E58171CA,16:30:52,16:42:45
01/08/2024,S8837HYTN,16:32:54,17:16:08
01/08/2024,ZP07444CA,16:35:32,17:10:19
01/08/2024,9G04803CA,16:36:24,16:44:18
01/08/2024,9G03450CA,16:37:03,17:05:04
01/08/2024,L3863HYTN,17:00:18,17:52:32
01/08/2024,9E71078CA,17:03:15,17:11:03
01/08/2024,9G50361CA,17:04:09,17:10:13
01/08/2024,XP41798CA,17:05:00,17:12:59
01/08/2024,9G99918CA,17:05:46,17:14:55
01/08/2024,9E94297CA,17:06:58,17:34:58
01/08/2024,ZP12608CA,17:07:59,18:45:08
01/08/2024,9E71100CA,17:08:30,17:15:55
01/08/2024,9G84127CA,17:09:12,17:57:24
01/08/2024,9G73989CA,17:11:12,17:36:07
01/08/2024,L3872HYTN,17:14:21,17:41:41
01/08/2024,9E71157CA,17:19:04,17:47:05
01/08/2024,K8452HYTN,17:20:03,17:20:03
01/08/2024,9F75263CA,17:26:33,17:45:35
01/08/2024,9G70897CA,17:27:36,17:49:17
01/08/2024,9E58201CA,17:28:37,17:38:28
01/08/2024,9E58200CA,17:32:31,17:49:34
01/08/2024,9F88673CA,17:33:33,18:08:51
01/08/2024,9E58116CA,17:35:31,17:50:31
01/08/2024,9F88759CA,17:37:33,17:46:14
01/08/2024,L3872HYTN,17:41:14,17:41:15
01/08/2024,9G17318CA,17:43:47,17:57:11
01/08/2024,9E58229CA,17:47:45,17:57:54
01/08/2024,L3863HYCA,17:50:59,17:51:55
01/08/2024,9E28538CA,17:52:11,18:00:20
01/08/2024,K8453HYTN,17:59:37,18:39:44
01/08/2024,9E58212CA,18:02:30,18:21:31
01/08/2024,9F24588CA,18:03:18,18:46:55
01/08/2024,L3865HYCA,18:06:12,18:41:12
01/08/2024,9G51564CA,18:06:51,18:52:40
01/08/2024,ZP03364CA,18:28:21,18:56:38
01/08/2024,9G80250CA,18:32:34,18:52:32
01/08/2024,L5480HYTN,18:36:13,19:27:29
01/08/2024,9E72744CA,18:46:18,19:08:56
01/08/2024,YP73428CA,18:49:41,19:31:47
01/08/2024,YP65421CA,18:57:15,19:21:47
01/08/2024,K8436HYTN,19:00:08,19:35:37
01/08/2024,YP91210CA,19:02:51,19:31:30
01/08/2024,9E50171CA,19:07:06,19:40:27
01/08/2024,9G73989CA,19:10:53,19:36:18
01/08/2024,9E94297CA,19:14:14,19:48:46
01/08/2024,9G74804CA,19:22:27,20:57:22
01/08/2024,L5480HYTN,19:27:02,19:27:04
01/08/2024,9G28678CA,19:30:21,19:42:28
01/08/2024,9F91764CA,19:32:02,19:41:04
01/08/2024,9F88743CA,19:34:36,19:58:14
01/08/2024,K8436HYTN,19:35:07,19:35:08
01/08/2024,T0333HYTN,19:37:22,19:57:47
01/08/2024,9F89129CA,19:43:03,20:10:11
01/08/2024,9F14631CA,19:44:19,20:12:24
01/08/2024,9E78643CA,19:44:36,        
01/08/2024,9F82795CA,19:45:54,19:51:15
01/08/2024,YP72926CA,19:47:09,19:56:28
01/08/2024,L3859HYCA,19:48:14,20:53:48
01/08/2024,R5495HYTN,19:49:54,21:00:08
01/08/2024,9G00015CA,19:51:04,20:07:43
01/08/2024,R0012HYTN,19:51:48,20:30:35
01/08/2024,9G41802CA,19:58:39,21:03:15
01/08/2024,S9324HYTN,20:00:58,21:01:03
01/08/2024,YP67541CA,20:01:57,21:09:03
01/08/2024,9E71170CA,20:02:56,20:10:50
01/08/2024,ZP12610CA,20:05:13,21:13:24
01/08/2024,K8450HYCA,20:09:06,21:02:45
01/08/2024,T0324HYTN,20:10:51,20:24:13
01/08/2024,YP67516CA,20:19:47,21:15:22
01/08/2024,9G72570CA,20:25:50,21:04:21
01/08/2024,K8444HYCA,20:27:58,21:21:23
01/08/2024,R0012HYTN,20:30:02,20:30:03
01/08/2024,9G75610CA,20:34:01,21:16:06
01/08/2024,T0322HYTN,20:36:19,21:28:31
01/08/2024,S1227HYTN,21:06:05,21:41:40
01/08/2024,K8446HYTN,21:11:17,21:39:36
01/08/2024,L3872HYTN,21:17:14,21:48:53
01/08/2024,9E58206CA,21:39:34,21:55:09
01/08/2024,ZP12600CA,21:47:09,23:46:24
01/08/2024,ZP12608CA,22:13:31,22:44:37
01/08/2024,L1573HYTN,22:16:08,22:56:08
01/08/2024,K8436HYTN,22:19:37,23:13:57
01/08/2024,K8436HYCA,22:21:47,23:13:24
01/08/2024,9E18881CA,22:24:27,22:33:57
01/08/2024,L5480HYTN,22:42:45,23:13:35
01/08/2024,YP96621CA,23:27:51,23:52:26
01/08/2024,K8453HYTN,23:43:56,23:43:57
01/08/2024,L3859HYTN,23:57:31,00:24:16
01/09/2024,K8444HYCA,00:07:08,00:44:33
01/09/2024,S1227HYTN,00:20:33,01:04:57
01/09/2024,K8450HYCA,00:38:05,01:06:33
01/09/2024,9G63202CA,08:01:37,08:27:57
01/09/2024,YP97940CA,08:02:26,08:35:14
01/09/2024,YP97894CA,08:03:09,08:37:38
01/09/2024,9G70897CA,08:03:54,08:38:16
01/09/2024,ZP12688CA,08:04:43,08:24:37
01/09/2024,YP85703CA,08:05:44,08:27:31
01/09/2024,9G55697CA,08:06:36,08:21:18
01/09/2024,9G79506CA,08:23:41,08:58:20
01/09/2024,9G05333CA,08:37:52,09:02:15
01/09/2024,ZP07418CA,08:41:12,09:02:58
01/09/2024,9G36458CA,09:04:21,09:05:50
01/09/2024,L1536HYTN,09:06:48,09:47:02
01/09/2024,9G74139CA,09:07:08,09:18:02
01/09/2024,ZP09990CA,09:09:54,09:33:39
01/09/2024,ZP07444CA,09:13:04,09:36:11
01/09/2024,K8450HYCA,09:18:48,        
01/09/2024,9G55697CA,09:20:08,09:40:05
01/09/2024,9G10304CA,09:20:48,09:30:30
01/09/2024,9E58171CA,09:26:24,09:27:19
01/09/2024,9D16258CA,09:27:54,10:59:10
01/09/2024,9G39754CA,09:32:29,10:01:06
01/09/2024,9E71187CA,09:32:53,10:44:00
01/09/2024,9F75365CA,09:37:54,10:48:59
01/09/2024,9E96642CA,09:39:41,        
01/09/2024,9G97364CA,09:40:07,10:44:26
01/09/2024,9G36458CA,09:51:14,09:51:45
01/09/2024,XP96504CA,09:52:20,10:55:08
01/09/2024,9F42341CA,09:58:00,10:56:55
01/09/2024,FP9106CA,10:33:01,10:53:55
01/09/2024,9E94267CA,10:33:42,10:58:48
01/09/2024,YP06684CA,10:34:29,11:03:52
01/09/2024,9F42363CA,10:34:50,10:59:49
01/09/2024,ZP00341CA,10:36:45,10:55:40
01/09/2024,9E94297CA,10:37:53,11:51:38
01/09/2024,9F75473CA,10:42:54,11:09:28
01/09/2024,9G73989CA,10:43:40,11:14:12
01/09/2024,9E58191CA,10:49:24,11:30:14
01/09/2024,9G36458CA,10:52:23,11:33:01
01/09/2024,9G79155CA,10:55:10,11:33:37
01/09/2024,YP91210CA,10:57:14,11:17:52
01/09/2024,YP89351CA,10:59:32,11:21:35
01/09/2024,9E94268CA,10:59:50,11:22:43
01/09/2024,S6846HYTN,11:00:47,11:43:25
01/09/2024,9F76181CA,11:10:31,11:30:33
01/09/2024,9E15833CA,11:22:58,11:34:27
01/09/2024,9F82795CA,11:28:29,11:40:49
01/09/2024,L1533HYTN,11:47:20,12:06:41
01/09/2024,9G63790CA,11:53:20,11:53:45
01/09/2024,9G72172CA,13:03:19,13:16:32
01/09/2024,9F75365CA,13:03:58,13:19:23
01/09/2024,9G55697CA,13:04:42,13:22:50
01/09/2024,R0012HYTN,13:05:37,13:37:35
01/09/2024,9G80125CA,13:06:22,13:17:59
01/09/2024,9F75263CA,13:07:07,13:40:44
01/09/2024,9E28827CA,13:08:08,13:31:02
01/09/2024,9G82991CA,13:09:09,13:32:10
01/09/2024,9F88779CA,13:09:22,13:30:33
01/09/2024,9E58116CA,13:10:09,13:32:47
01/09/2024,9E58191CA,13:10:26,13:45:26
01/09/2024,9G39704CA,13:11:05,13:58:49
01/09/2024,9E58171CA,13:11:28,13:38:52
01/09/2024,9E94268CA,13:12:21,13:51:07
01/09/2024,9G99567CA,13:13:00,13:23:42
01/09/2024,YP85514CA,13:13:44,13:39:58
01/09/2024,9F26218CA,13:15:17,13:36:43
01/09/2024,YP97940CA,13:15:35,13:44:05
01/09/2024,9G73989CA,13:16:19,13:25:43
01/09/2024,S9324HYTN,13:16:46,13:26:55
01/09/2024,9G70897CA,13:18:33,13:28:16
01/09/2024,9F88673CA,13:19:27,13:59:10
01/09/2024,9F88736CA,13:23:20,13:41:35
01/09/2024,9E94267CA,13:23:55,13:47:33
01/09/2024,9F48210CA,13:24:53,13:45:13
01/09/2024,YP67945CA,13:25:38,14:13:34
01/09/2024,9F88710CA,13:26:35,13:43:14
01/09/2024,9G36458CA,13:28:55,14:10:03
01/09/2024,9E78580CA,13:29:16,13:37:50
01/09/2024,9G84127CA,13:33:19,14:08:26
01/09/2024,YP67739CA,13:38:41,        
01/09/2024,9G39727CA,13:39:34,14:29:06
01/09/2024,9E71157CA,13:45:46,14:14:50
01/09/2024,9F88743CA,13:46:46,14:38:32
01/09/2024,9G63790CA,13:51:35,13:51:54
01/09/2024,9E28826CA,13:52:36,14:34:12
01/09/2024,9F24588CA,13:55:20,14:28:30
01/09/2024,L1536HYTN,13:56:48,14:12:04
01/09/2024,9F30708CA,14:09:04,14:19:22
01/09/2024,9E94297CA,14:14:54,14:58:15
01/09/2024,9F26207CA,14:16:01,14:33:03
01/09/2024,9F75365CA,14:16:55,14:36:07
01/09/2024,9F26217CA,14:22:17,14:33:58
01/09/2024,L3871HYCA,14:23:14,14:31:09
01/09/2024,71798ANV,14:29:27,14:41:24
01/09/2024,9F26215CA,14:32:34,        
01/09/2024,9G99912CA,14:37:30,14:48:13
01/09/2024,9G63790CA,14:45:31,14:45:49
01/09/2024,T0582HYTN,15:02:19,16:11:17
01/09/2024,L1591HYTN,15:27:42,16:01:28
01/09/2024,VP96820CA,15:28:09,15:37:35
01/09/2024,9G99912CA,15:28:54,15:58:39
01/09/2024,S6846HYTN,15:29:17,16:22:03
01/09/2024,FS2687IA,15:30:23,15:42:10
01/09/2024,L3865HYCA,15:32:06,15:56:25
01/09/2024,S9330HYCA,15:33:06,16:13:02
01/09/2024,L3878HYTN,15:33:22,16:14:55
01/09/2024,9G73989CA,15:34:05,15:56:33
01/09/2024,9G36458CA,15:41:56,16:16:20
01/09/2024,L3869HYTN,15:42:50,16:13:38
01/09/2024,L3854HYTN,15:43:35,16:32:58
01/09/2024,9G63790CA,15:50:03,16:23:05
01/09/2024,9E58171CA,16:06:56,        
01/09/2024,S6846HYCA,16:09:00,16:20:15
01/09/2024,K8446HYCA,16:25:48,16:31:47
01/09/2024,9G99912CA,16:26:07,16:46:13
01/09/2024,L1533HYCA,16:36:51,16:48:31
01/09/2024,9G41802CA,18:02:34,18:27:39
01/09/2024,9G27425CA,18:03:44,18:34:32
01/09/2024,K8453HYTN,18:06:18,18:45:27
01/09/2024,L1513HYTN,18:07:51,18:38:31
01/09/2024,K8441HYTN,18:09:45,18:41:21
01/09/2024,R0012HYTN,18:19:00,18:45:28
01/09/2024,R5495HYTN,18:19:47,18:47:35
01/09/2024,K8441HYCA,18:40:03,18:40:50
01/09/2024,L1593HYTN,18:41:20,19:20:20
01/09/2024,K8453HYCA,18:43:23,18:44:47
01/09/2024,L3863HYTN,18:51:13,19:22:28
01/09/2024,L3860HYCA,19:03:16,19:46:17
01/09/2024,L3859HYTN,19:14:24,20:40:10
01/09/2024,9F82795CA,20:16:23,20:36:38
01/09/2024,S9324HYCA,20:18:41,20:42:24
01/09/2024,9E71170CA,20:27:19,20:47:49
01/09/2024,K8453HYTN,21:29:17,        
01/09/2024,L5480HYCA,21:49:28,21:50:39
01/09/2024,L5480HYTN,23:04:19,23:39:57
01/09/2024,L3860HYCA,23:39:46,23:47:10
01/09/2024,9E18881CA,23:41:24,00:02:32
01/09/2024,L3859HYTN,23:43:28,00:03:51
01/10/2024,YP97940CA,07:00:36,07:40:44
01/10/2024,9G54370CA,07:01:27,08:09:06
01/10/2024,9H02754CA,07:01:48,07:43:13
01/10/2024,9H02750CA,07:02:05,07:45:34
01/10/2024,9F88779CA,07:02:33,08:17:56
01/10/2024,YP78166CA,07:05:34,07:42:49
01/10/2024,9G50433CA,07:08:40,07:46:55
01/10/2024,9H02753CA,07:08:58,07:49:34
01/10/2024,YAKC493CA,07:09:29,07:28:44
01/10/2024,9G70897CA,07:10:11,07:40:32
01/10/2024,YP97894CA,07:11:13,07:51:01
01/10/2024,9G63202CA,07:11:57,07:50:58
01/10/2024,ZP06204CA,07:13:54,08:08:32
01/10/2024,9G61570CA,07:14:46,07:34:30
01/10/2024,YP02516CA,07:15:56,07:45:38
01/10/2024,9G55697CA,07:16:59,07:52:25
01/10/2024,9D88740CA,07:23:02,08:12:01
01/10/2024,9G61570CA,07:33:44,07:33:45
01/10/2024,YP33321CA,07:34:47,08:12:06
01/10/2024,9G60497CA,07:38:04,09:11:11
01/10/2024,9B70359CA,07:55:14,07:56:16
01/10/2024,9G50439CA,08:03:50,08:48:42
01/10/2024,9E71078CA,08:05:46,08:26:10
01/10/2024,YP39341CA,08:06:07,08:11:00
01/10/2024,9E58116CA,08:09:51,08:43:37
01/10/2024,9G79155CA,08:12:28,08:45:24
01/10/2024,9F24588CA,08:16:15,08:50:19
01/10/2024,9G36458CA,08:19:07,08:19:50
01/10/2024,YP62957CA,08:21:09,08:49:12
01/10/2024,YP42883CA,08:22:27,08:42:58
01/10/2024,YP62956CA,08:24:49,08:49:24
01/10/2024,9G63790CA,08:27:29,08:41:02
01/10/2024,YP85703CA,08:29:50,08:57:46
01/10/2024,9E58171CA,08:38:02,08:54:44
01/10/2024,9B70359CA,08:40:59,08:56:14
01/10/2024,YP02516CA,08:43:41,09:16:12
01/10/2024,9G91782CA,08:43:42,09:12:23
01/10/2024,9G55697CA,08:44:56,09:18:58
01/10/2024,XP22384CA,08:46:46,08:46:47
01/10/2024,9E28827CA,08:49:51,09:19:55
01/10/2024,9G41802CA,08:57:49,10:00:28
01/10/2024,K8441HYTN,09:00:23,09:11:43
01/10/2024,SSACA,09:08:50,09:08:57
01/10/2024,9G36458CA,09:11:59,09:35:25
01/10/2024,K8444HYTN,09:13:20,10:05:46
01/10/2024,9E58206CA,09:17:02,10:02:53
01/10/2024,9F75365CA,09:21:19,09:29:29
01/10/2024,9G63790CA,09:29:13,09:30:21
01/10/2024,XP22384CA,09:31:10,09:31:11
01/10/2024,L3867HYTN,09:35:58,09:51:44
01/10/2024,S6846HYCA,09:43:23,11:14:29
01/10/2024,9E71078CA,09:45:33,10:05:27
01/10/2024,K8446HYTN,09:46:04,        
01/10/2024,L3865HYTN,09:53:43,11:09:51
01/10/2024,9E71157CA,09:54:03,11:10:53
01/10/2024,9F75263CA,09:54:52,10:13:27
01/10/2024,YP91210CA,09:58:56,10:07:16
01/10/2024,9F75473CA,10:00:42,11:09:57
01/10/2024,9G39668CA,10:01:15,10:11:48
01/10/2024,9B70359CA,10:03:10,10:03:27
